CARRERA,PERIODO,NIVEL,PARALELO,ASIGNATURA,PRIMER_PARCIAL,SEGUNDO_PARCIAL,RECUPERACION,NOTA_FINAL,ASISTENCIA,ESTADO_FINAL
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,D,NT-TALLER DE INNOVACIÓN Y CREATIVIDAD,8.47,10,,9.24,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,F,NT-FUNDAMENTOS DE MARKETING,0,0,,0,68.75,REPROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,F,NT-TICS I,0,0.2,,0.04,26.56,REPROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,F,NT-ENTORNO EMPRESARIAL,0,0,,0,41.67,REPROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,F,NT-CONTABILIDAD GENERAL,0,0,,0,62.5,REPROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,F,NT-EXPRESION ORAL Y ESCRITA,1.58,0,0,0.32,100,REPROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,TERCERO,C,EDICION DE AUDIO Y VIDEO PREMIER,9.25,9.7,,9.48,95,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,TERCERO,C,ENVASE EMPAQUE Y EMBALAJE,8.3,7.68,,7.99,90.63,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,TERCERO,C,TECNICAS DE IMPRESION,9,8.4,,8.7,98.44,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,TERCERO,C,SOFTWARE DE TRATAMIENTO DE IMAGEN,9.8,9.9,,9.85,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,TERCERO,C,SEMIOTICA,7.8,7.8,,7.8,97.5,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,E,NT-ENTORNO EMPRESARIAL,7.2,8.2,,7.7,93.75,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,E,NT-TICS I,9.6,9.8,,9.7,96.88,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,E,NT-MATEMATICAS,4.3,6.9,8,7.04,90.63,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,E,NT-FUNDAMENTOS DE MARKETING,6.16,8.5,,7.33,97.5,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,E,NT-EXPRESION ORAL Y ESCRITA,3.3,9.9,9,8.04,96.88,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,E,NT-CONTABILIDAD GENERAL,8.18,6.93,,7.56,92.44,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,B,NT-CONTABILIDAD GENERAL,7.18,8.75,,7.97,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,B,NT-EXPRESION ORAL Y ESCRITA,6,8.8,,7.4,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,B,NT-MATEMATICAS,9.2,9.1,,9.15,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,B,NT-TICS I,8.4,9.4,,8.9,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,B,NT-FUNDAMENTOS DE MARKETING,7.65,8.71,,8.18,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,B,NT-ENTORNO EMPRESARIAL,8.8,8.3,,8.55,100,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-METODOLOGÍA DE LA INVESTIGACIÓN,5.1,0,,1.02,55,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-DIBUJO TÉCNICO,5.8,0,,1.16,73.33,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-BASES DE LA COMUNICACIÓN,9.8,0,,1.96,73.75,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-INFORMÁTICA,0,0,,0,66.67,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-FUNDAMENTOS DEL DISEÑO,6,0,,1.2,66.25,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-TALLER DE INNOVACIÓN Y CREATIVIDAD,5.03,0,0,1.01,85,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-HISTORIA DEL ARTE Y DISEÑO,4.89,0,,0.98,68.42,REPROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,G,DERECHO MERCANTIL,10,9.8,,9.9,93.75,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,G,PROYECTO DE MARKETING II,9.52,7.88,,8.7,92.5,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,G,PRESUPUESTO,9.6,8.2,,8.9,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,G,DISEÑO PUBLICITARIO,9.95,8.8,,9.38,95.63,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,G,EVALUACION Y FORMULACION DE PROYECTOS DE INVERSION,10,10,,10,92.5,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,G,GERENCIA DE SERVICIOS Y VENTAS,9.5,8.18,,8.84,90.63,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,B,INVESTIGACION DE MERCADO,7.85,9.14,,8.5,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,B,TICS II,8.5,8.5,,8.5,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,B,METODOS ESTADISTICOS PARA LA TOMA DE DECISIONES,10,9.4,,9.7,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,B,METODOLOGIA DE LA INVESTIGACION,8.4,8.86,,8.63,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,B,COMPORTAMIENTO Y PSICOLOGIA DEL CONSUMIDOR,8.8,10,,9.4,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,SEGUNDO,B,MATEMATICA FINANCIERA,8,9.6,,8.8,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,D,NT-ENTORNO EMPRESARIAL,0,0,,0,29.17,REPROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,D,NT-TICS I,0,0,,0,26.56,REPROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,D,NT-CONTABILIDAD GENERAL,0,0,,0,40.63,REPROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,D,NT-FUNDAMENTOS DE MARKETING,0,0,,0,26.25,REPROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,D,NT-EXPRESION ORAL Y ESCRITA,0,0,,0,78.13,REPROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,D,NT-MATEMATICAS,0,0,,0,0,REPROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,A,NT-COMUNICACIÓN EN ERA DIGITAL,1.2,0,,0.24,56.25,REPROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,A,NT-INGLÉS TÉCNICO 1,0.5,0,,0.1,85,REPROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,A,NT-MATEMÁTICAS FINANCIERAS,0,0,,0,0,REPROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,A,NT-BASE DE DATOS I,1.2,0,,0.24,68.75,REPROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,A,NT-FUNDAMENTOS DE PROGRAMACIÓN,0.6,0,,0.12,40.63,REPROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,A,DERECHO MERCANTIL,7.9,10,,8.95,75,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,A,PRESUPUESTO,9.6,9.5,,9.55,98.44,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,A,GERENCIA DE SERVICIOS Y VENTAS,6.28,7.87,,7.08,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,A,EVALUACION Y FORMULACION DE PROYECTOS DE INVERSION,7.02,8.2,,7.61,76.25,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,A,DISEÑO PUBLICITARIO,8.5,10,,9.25,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,CUARTO,A,PROYECTO DE MARKETING II,8.31,9.4,,8.86,100,APROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,D,NT-FUNDAMENTOS DE PROGRAMACIÓN,9.2,9.6,,9.4,96.88,APROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,D,NT-COMUNICACIÓN EN ERA DIGITAL,9.2,10,,9.6,93.75,APROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,D,NT-BASE DE DATOS I,8.7,7.1,,7.9,96.88,APROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,D,NT-MATEMÁTICAS FINANCIERAS,8.9,6.68,,7.79,96.88,APROBADO
NT-DESARROLLO DE SOFTWARE,2023-1P,PRIMERO,D,NT-INGLÉS TÉCNICO 1,8.4,9.04,,8.72,98.75,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-METODOLOGÍA DE LA INVESTIGACIÓN,0,0,,0,95,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-BASES DE LA COMUNICACIÓN,2.3,0,,0.46,73.75,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-DIBUJO TÉCNICO,0,0,,0,65,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-FUNDAMENTOS DEL DISEÑO,0,0,,0,55,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-HISTORIA DEL ARTE Y DISEÑO,1.11,0,,0.22,32.63,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-INFORMÁTICA,0,0,,0,0,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-TALLER DE INNOVACIÓN Y CREATIVIDAD,0,0,,0,51.25,REPROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,B,"PUBLICIDAD, COMUNICACIÓN MEDIOS Y RELACIONES PUBLICAS",8.55,9.99,,9.27,93.75,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,B,IMAGEN CORPORATIVA Y CREATIVA,8.1,9.7,,8.9,98.75,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,B,EMPRENDIMIENTO,10,10,,10,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,B,DESARROLLO DE MARCA Y NUEVOS PRODUCTOS,8.3,8.8,,8.55,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,B,ADMINISTRACION E INNOVACION DE MODELOS DE NEGOCIOS,9.55,10,,9.78,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,B,PROYECTO DE MARKETING 1,8.3,9.6,,8.95,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,F,NT-CONTABILIDAD GENERAL,9.9,9.7,,9.8,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,F,NT-ENTORNO EMPRESARIAL,10,8.5,,9.25,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,F,NT-EXPRESION ORAL Y ESCRITA,6.88,7.83,,7.36,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,F,NT-FUNDAMENTOS DE MARKETING,6.2,10,,8.1,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,F,NT-MATEMATICAS,9.18,9.01,,9.09,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,F,NT-TICS I,9.2,10,,9.6,98.44,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,A,TENDENCIAS ACTUALES DE PROGRAMACION,6.8,9.1,,7.95,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,A,CALIDAD DE SOFTWARE,10,8,,9,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,A,EMPRENDIMIENTO,7.09,8.88,,7.99,92.19,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,A,ETICA PROFESIONAL,9.6,9.18,,9.39,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,QUINTO,A,FUNDAMENTOS DE REDES Y CONECTIVIDAD,8,7.12,,7.56,95.83,APROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-TALLER DE INNOVACIÓN Y CREATIVIDAD,0,0,,0,52.5,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-BASES DE LA COMUNICACIÓN,0,0,,0,73.75,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-DIBUJO TÉCNICO,0,0,,0,65,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-FUNDAMENTOS DEL DISEÑO,0,0,,0,55,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-HISTORIA DEL ARTE Y DISEÑO,0,0,,0,0,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-INFORMÁTICA,0,0,,0,0,REPROBADO
NT-DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,PRIMERO,F,NT-METODOLOGÍA DE LA INVESTIGACIÓN,0,0,,0,100,REPROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,E,SOFTWARE DE ILUSTRACION,7.5,9.54,,8.52,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,E,DIBUJO ARTISTICO,7.8,8.1,,7.95,98.75,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,E,ETICA LABORAL Y PROFESIONAL,8.4,9.85,,9.13,95.83,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,E,FOTOGRAFIA,7.78,9.9,,8.84,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,E,PSICOLOGIA DEL COLOR,7.45,7.5,,7.48,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,SEGUNDO,E,RELACIONES PUBLICAS,7.1,8.05,,7.58,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,C,NT-TICS I,8.6,9.8,,9.2,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,C,NT-EXPRESION ORAL Y ESCRITA,5,9.33,,7.17,100,APROBADO
NT-TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,PRIMERO,C,NT-MATEMATICAS,7.6,8.28,,7.94,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,E,IMAGEN CORPORATIVA Y CREATIVA,8.8,10,,9.4,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,E,EMPRENDIMIENTO,8,10,,9,98.44,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,E,DESARROLLO DE MARCA Y NUEVOS PRODUCTOS,9.95,10,,9.98,90.63,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,E,ADMINISTRACION E INNOVACION DE MODELOS DE NEGOCIOS,9.39,10,,9.7,92.19,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,E,"PUBLICIDAD, COMUNICACIÓN MEDIOS Y RELACIONES PUBLICAS",9.88,9.5,,9.69,87.5,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,E,PROYECTO DE MARKETING 1,9,8.8,,8.9,96.25,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,C,PROGRAMACION DE APLICACIONES WEB,2.4,8.96,9,7.67,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,C,INGLES B1.2 (SPECIFIC PURPOSE),8.25,8.38,,8.32,90.63,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,C,ESTADISTICA DESCRIPTIVA,6.45,8.35,,7.4,95.31,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,C,DIVERSIDAD Y CULTURA,5.15,9,,7.08,87.5,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,C,DESARROLLO DE APLICACIONES MOVILES,3.75,9.88,8,7.53,96.25,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,C,LEGISLACION INFORMATICA,7.8,8.6,,8.2,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,C,DIVERSIDAD Y CULTURA,4.3,9.7,,7,75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,C,ESTADISTICA DESCRIPTIVA,4.5,9.6,,7.05,95.31,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,C,INGLES B1.2 (SPECIFIC PURPOSE),8.36,8.1,,8.23,87.5,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,C,LEGISLACION INFORMATICA,7.4,8.8,,8.1,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,C,PROGRAMACION DE APLICACIONES WEB,8,7.46,,7.73,88.54,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,C,DESARROLLO DE APLICACIONES MOVILES,2.67,8.95,8,7.12,87.5,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,TERCERO,E,ENVASE EMPAQUE Y EMBALAJE,9.5,9.48,,9.49,98.44,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,TERCERO,E,SOFTWARE DE TRATAMIENTO DE IMAGEN,9,9.5,,9.25,93.75,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,TERCERO,E,TECNICAS DE IMPRESION,9,9.16,,9.08,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,TERCERO,E,EDICION DE AUDIO Y VIDEO PREMIER,9.4,9.85,,9.63,100,APROBADO
DISEÑO GRÁFICO CON NIVEL EQUIVALENTE A TECNOLOGÍA SUPERIOR,2023-1P,TERCERO,E,SEMIOTICA,9.5,9.08,,9.29,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,A,ESTADISTICA DESCRIPTIVA,5.3,6,10,8.26,85.94,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,A,PROGRAMACION DE APLICACIONES WEB,7.02,5.84,9.5,8.27,98.96,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,A,LEGISLACION INFORMATICA,4,7.4,8,7.08,79.69,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,A,INGLES B1.2 (SPECIFIC PURPOSE),7.34,9,,8.17,85.94,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,A,DIVERSIDAD Y CULTURA,10,9.6,,9.8,81.25,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,A,DESARROLLO DE APLICACIONES MOVILES,7.3,7.41,,7.36,93.75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,H,PROGRAMACION VISUAL,5.69,7.55,8,7.45,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,H,INGLES B1.1 (TECHNICAL),5.93,7.08,5,5.6,92.19,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,H,DISEÑO MULTIMEDIA,7,10,,8.5,98.44,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,H,CALCULO DIFERENCIAL E INTEGRAL,5.4,6.4,10,8.36,90.63,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,H,BASE DE DATOS AVANZADA,5.35,6.84,8,7.24,85,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,TERCERO,H,FUNDAMENTOS DE ADMINISTRACION,8.6,7.9,,8.25,77.08,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,B,INGLES A2 (INTERMEDIO),6.7,7.36,,7.03,95.31,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,B,ALGEBRA Y TRIGONOMETRIA,9,8.6,,8.8,95.31,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,B,BASE DE DATOS,7.35,6.3,7,6.93,87.5,REPROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,B,LENGUAJE Y COMUNICACIÓN,7.66,8.4,,8.03,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,B,METODOLOGIAS DEL DESARROLLO DE SOFTWARE,7.2,10,,8.6,90.63,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,SEGUNDO,B,PROGRAMACION ORIENTADA A OBJETO,6.85,8.6,,7.73,98.75,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,B,ESTADISTICA DESCRIPTIVA,9.65,9.6,,9.63,95.31,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,B,DIVERSIDAD Y CULTURA,8.4,9,,8.7,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,B,PROGRAMACION DE APLICACIONES WEB,9.01,8.99,,9,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,B,LEGISLACION INFORMATICA,8.5,8.95,,8.73,96.88,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,B,INGLES B1.2 (SPECIFIC PURPOSE),8.85,9.37,,9.11,100,APROBADO
TECNOLOGÍA SUPERIOR EN DESARROLLO DE SOFTWARE,2023-1P,CUARTO,B,DESARROLLO DE APLICACIONES MOVILES,8.8,9.11,,8.96,96.25,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,D,DESARROLLO DE MARCA Y NUEVOS PRODUCTOS,9.4,8.5,,8.95,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,D,"PUBLICIDAD, COMUNICACIÓN MEDIOS Y RELACIONES PUBLICAS",9.5,7.7,,8.6,100,APROBADO
TECNOLOGÍA SUPERIOR EN MARKETING,2023-1P,TERCERO,D,PROYECTO DE MARKETING 1,9.02,9.63,,9.32,100,APROBADO
